uniq_pair,layer_from,node_from,layer_to,node_to,length,pident,plasmid.length.query,plasmid.length.subject,edge_type,weight
L12N4087_L20N7257,12,4087,20,7257,1407,100,2406,2406,Inter,0.5847880299251871
L12N4088_L16N5387,12,4088,16,5387,563,99.822,2395,2038,Inter,0.2346546388308977
L12N4088_L18N6770,12,4088,18,6770,554,99.819,2395,2038,Inter,0.23089655949895618
L12N4090_L13N4610,12,4090,13,4610,1904,100,2376,2376,Inter,0.8013468013468014
L12N4090_L15N5084,15,5084,12,4090,2299,99.913,2377,2376,Inter,0.9663440765671013
L12N4090_L16N5336,12,4090,16,5336,2287,100,2376,2376,Inter,0.9625420875420876
L12N4090_L17N6083,17,6083,12,4090,1719,99.884,2376,2376,Inter,0.722645606060606
L12N4090_L20N7262,20,7262,12,4090,2261,99.912,2376,2376,Inter,0.9507619191919191
L12N4090_L22N8169,12,4090,22,8169,1410,100,2376,2376,Inter,0.5934343434343434
L12N4090_L6N709,12,4090,6,709,1632,100,2376,2376,Inter,0.6868686868686869
L12N4091_L8N1524,8,1524,12,4091,1935,99.276,2396,2373,Inter,0.8017489983305509
L12N4093_L16N5337,12,4093,16,5337,2202,100,2365,2365,Inter,0.9310782241014799
L12N4093_L18N404,12,4093,18,404,2081,99.904,2365,2365,Inter,0.8790707145877378
L12N4093_L18N6749,18,6749,12,4093,1771,100,2365,2365,Inter,0.7488372093023256
L12N4093_L20N7265,20,7265,12,4093,1767,100,2365,2365,Inter,0.7471458773784355
L12N4093_L21N7650,21,7650,12,4093,2310,100,2365,2365,Inter,0.9767441860465116
L12N4093_L5N404,12,4093,5,404,2081,99.904,2365,2365,Inter,0.8790707145877378
L12N4094_L13N4612,13,4612,12,4094,2310,99.957,2366,2365,Inter,0.9759115384615384
L12N4094_L20N7264,12,4094,20,7264,1575,99.873,2365,2365,Inter,0.6651161733615222
L12N4094_L5N405,12,4094,5,405,2241,99.911,2365,2365,Inter,0.9467253742071882
L12N4095_L16N112,16,112,12,4095,1360,99.853,2362,2362,Inter,0.57493683319221
L12N4095_L22N112,22,112,12,4095,1360,99.853,2362,2362,Inter,0.57493683319221
L12N4095_L6N710,12,4095,6,710,1577,100,2362,2362,Inter,0.6676545300592718
L12N4096_L17N6085,12,4096,17,6085,2350,100,2360,2354,Inter,0.9957627118644068
L12N4097_L22N8171,22,8171,12,4097,1292,100,2358,2358,Inter,0.547921967769296
L12N4098_L15N5085,15,5085,12,4098,2185,100,2356,2356,Inter,0.9274193548387096
L12N4098_L18N6750,12,4098,18,6750,1925,100,2356,2356,Inter,0.817062818336163
L12N4098_L21N7654,12,4098,21,7654,1277,100,2356,2356,Inter,0.5420203735144312
L12N4098_L22N8172,12,4098,22,8172,1401,100,2356,2356,Inter,0.5946519524617997
L12N4098_L5N406,5,406,12,4098,1529,100,2356,2356,Inter,0.648981324278438
L12N4100_L16N5339,16,5339,12,4100,1512,100,2345,2345,Inter,0.6447761194029851
L12N4101_L18N6739,18,6739,12,4101,1831,99.836,2447,2343,Inter,0.7470360277891296
L12N4102_L13N4609,13,4609,12,4102,2397,99.917,2397,2340,Inter,0.99917
L12N4102_L16N5331,16,5331,12,4102,2397,99.875,2397,2340,Inter,0.99875
L12N4102_L18N6743,18,6743,12,4102,2397,99.917,2397,2340,Inter,0.99917
L12N4102_L8N1522,8,1522,12,4102,2396,99.875,2397,2340,Inter,0.9983333333333333
L12N4102_L9N2592,9,2592,12,4102,2397,99.875,2397,2340,Inter,0.99875
L12N4103_L17N6088,17,6088,12,4103,2210,99.955,2328,2328,Inter,0.9488855240549827
L12N4103_L22N8191,22,8191,12,4103,1816,99.89,2130,2328,Inter,0.7792106529209623
L12N4105_L17N6089,12,4105,17,6089,1766,99.943,2305,2305,Inter,0.765723809110629
L12N4105_L20N7268,12,4105,20,7268,1273,99.686,2305,2304,Inter,0.5505435054229936
L12N4105_L21N7663,12,4105,21,7663,1310,99.008,2305,2304,Inter,0.5626918872017354
L12N4105_L5N409,12,4105,5,409,1822,99.177,2305,2303,Inter,0.783950082429501
L12N4107_L18N6751,12,4107,18,6751,1341,100,2300,2304,Inter,0.58203125
L12N4107_L22N8176,12,4107,22,8176,1558,99.743,2300,2300,Inter,0.6756504086956522
L12N4108_L15N5083,15,5083,12,4108,737,96.336,2413,2295,Inter,0.2942380107749689
L12N4109_L13N4621,12,4109,13,4621,1371,100,2293,2293,Inter,0.5979066724814653
L12N4109_L16N5345,12,4109,16,5345,2172,100,2293,2293,Inter,0.9472307021369385
L12N4109_L17N6093,12,4109,17,6093,1962,100,2293,2293,Inter,0.8556476232010467
L12N4110_L16N411,12,4110,16,411,1901,100,2292,2292,Inter,0.8294066317626527
L12N4110_L16N5346,12,4110,16,5346,2044,100,2292,2292,Inter,0.8917975567190227
L12N4110_L21N7664,21,7664,12,4110,1856,99.731,2293,2292,Inter,0.807242634103794
L12N4110_L5N411,12,4110,5,411,1901,100,2292,2292,Inter,0.8294066317626527
L12N4110_L6N712,6,712,12,4110,1767,100,2292,2292,Inter,0.7709424083769634
L12N4111_L17N6095,12,4111,17,6095,1500,100,2283,2283,Inter,0.657030223390276
L12N4111_L18N6752,12,4111,18,6752,1998,99.9,2283,2283,Inter,0.8742890932982919
L12N4111_L21N7666,12,4111,21,7666,2283,99.869,2283,2283,Inter,0.99869
L12N4111_L5N412,5,412,12,4111,1322,98.26,2283,2283,Inter,0.568986946999562
L12N4113_L16N5349,12,4113,16,5349,1534,100,2277,2277,Inter,0.6736934563021519
L12N4115_L13N4623,12,4115,13,4623,2011,100,2274,2274,Inter,0.8843447669305189
L12N4115_L17N6105,12,4115,17,6105,664,97.59,2274,2183,Inter,0.2849593667546174
L12N4116_L16N5341,12,4116,16,5341,2270,99.824,2270,2318,Inter,0.9775689387402934
L12N4116_L17N6091,12,4116,17,6091,2251,99.956,2270,2299,Inter,0.9786905437146586
L12N4118_L13N4605,13,4605,12,4118,2082,98.223,2447,2249,Inter,0.8357183735185941
L12N4118_L16N5326,16,5326,12,4118,1793,100,2443,2249,Inter,0.7339336880884159
L12N4118_L17N123,17,123,12,4118,1330,100,2443,2249,Inter,0.5444126074498568
L12N4118_L18N6740,12,4118,18,6740,1561,100,2249,2443,Inter,0.6389684813753582
L12N4118_L20N7252,20,7252,12,4118,1330,100,2442,2249,Inter,0.5446355446355446
L12N4118_L21N7642,21,7642,12,4118,2250,100,2443,2249,Inter,0.9209987720016374
L12N4118_L22N123,22,123,12,4118,1330,100,2443,2249,Inter,0.5444126074498568
L12N4119_L21N7672,12,4119,21,7672,1565,99.872,2242,2213,Inter,0.6971439785905442
L12N4120_L17N6099,12,4120,17,6099,2178,100,2227,2227,Inter,0.9779973057925461
L12N4123_L16N5353,12,4123,16,5353,1811,100,2212,2248,Inter,0.8056049822064056
L12N4123_L5N413,12,4123,5,413,1811,100,2212,2248,Inter,0.8056049822064056
L12N4123_L6N715,12,4123,6,715,1312,99.924,2212,2248,Inter,0.583186334519573
L12N4124_L16N5368,12,4124,16,5368,1361,96.253,2212,2134,Inter,0.5922257368896926
L12N4124_L18N6768,18,6768,12,4124,1236,97.816,2042,2212,Inter,0.5465667992766727
L12N4124_L6N704,12,4124,6,704,1930,96.995,2212,2487,Inter,0.75271552070768
L12N4125_L13N4630,12,4125,13,4630,2030,100,2208,2208,Inter,0.9193840579710145
L12N4125_L14N5045,12,4125,14,5045,2014,99.95,2208,2208,Inter,0.9116816123188406
L12N4125_L16N5359,12,4125,16,5359,1884,100,2208,2208,Inter,0.8532608695652174
L12N4125_L17N6101,12,4125,17,6101,1669,100,2208,2208,Inter,0.7558876811594203
L12N4125_L20N7276,12,4125,20,7276,2152,100,2208,2208,Inter,0.9746376811594203
L12N4125_L21N7674,12,4125,21,7674,1822,100,2208,2208,Inter,0.8251811594202898
L12N4125_L22N8184,12,4125,22,8184,1902,100,2208,2208,Inter,0.8614130434782609
L12N4126_L16N5361,12,4126,16,5361,1846,100,2203,2203,Inter,0.837948252383114
L12N4126_L17N6103,12,4126,17,6103,2115,99.953,2203,2203,Inter,0.9596032455742171
L12N4126_L21N7676,12,4126,21,7676,1677,100,2203,2203,Inter,0.7612346799818429
L12N4130_L16N5370,12,4130,16,5370,2123,99.953,2183,2122,Inter,0.9720578057718736
L12N4130_L18N6706,12,4130,18,6706,2183,99.908,2183,4038,Inter,0.5401168003962357
L12N4130_L20N7289,12,4130,20,7289,2015,99.95,2183,2030,Inter,0.9225801649106734
L12N4130_L21N7662,12,4130,21,7662,2183,99.954,2183,2328,Inter,0.9372834278350516
L12N4130_L22N8187,12,4130,22,8187,2016,99.95,2183,2160,Inter,0.9230380210719195
L12N4130_L5N407,5,407,12,4130,2183,99.954,2328,2183,Inter,0.9372834278350516
L12N4130_L9N2623,9,2623,12,4130,1711,99.883,2160,2183,Inter,0.7828667567567568
L12N4131_L17N6123,12,4131,17,6123,1285,98.988,2167,2043,Inter,0.805720950622981
L12N4132_L16N5248,16,5248,12,4132,2101,98.905,4547,2166,Inter,0.4570033098746426
L12N4135_L15N5090,12,4135,15,5090,2157,98.702,2157,2075,Inter,0.98702
L12N4135_L21N7680,12,4135,21,7680,1971,100,2157,2157,Inter,0.913769123783032
L12N4135_L5N420,12,4135,5,420,1312,97.18,2157,2154,Inter,0.5910994900324525
L12N4135_L8N1574,12,4135,8,1574,1518,96.706,2157,2154,Inter,0.680573518776078
L12N4135_L9N2624,9,2624,12,4135,1144,100,2157,2157,Inter,0.5303662494204914
L12N4136_L17N6109,17,6109,12,4136,1237,99.919,2146,2146,Inter,0.5759543476234856
L12N4136_L18N6756,18,6756,12,4136,1816,99.945,2146,2146,Inter,0.8457601118359738
L12N4136_L20N7280,20,7280,12,4136,1527,100,2146,2146,Inter,0.7115563839701771
L12N4136_L22N8189,22,8189,12,4136,1692,99.941,2146,2146,Inter,0.7879784342963654
L12N4136_L6N722,6,722,12,4136,1366,100,2146,2146,Inter,0.6365330848089469
L12N4137_L13N4626,12,4137,13,4626,1737,99.309,2142,2249,Inter,0.7670063717207648
L12N4137_L17N6098,17,6098,12,4137,1963,99.949,2241,2142,Inter,0.8755015037929496
L12N4138_L13N4635,12,4138,13,4635,1145,100,2137,2137,Inter,0.5357978474496958
L12N4140_L18N6760,12,4140,18,6760,1048,97.328,2134,2108,Inter,0.4779744329896908
L12N4140_L8N1584,12,4140,8,1584,1048,97.328,2134,2108,Inter,0.4779744329896908
L12N4141_L17N6114,17,6114,12,4141,1157,99.481,2118,2114,Inter,0.5434349244570349
L12N4141_L18N6759,18,6759,12,4141,1933,99.948,2114,2114,Inter,0.913904843897824
L12N4141_L21N7688,21,7688,12,4141,1822,99.945,2114,2114,Inter,0.8613991958372753
L12N4141_L22N8193,22,8193,12,4141,1619,100,2114,2114,Inter,0.7658467360454115
L12N4141_L5N422,5,422,12,4141,2104,99.905,2114,2114,Inter,0.9943241248817408
L12N4141_L8N1582,8,1582,12,4141,1570,100,2114,2114,Inter,0.7426679280983917
L12N4142_L17N6116,12,4142,17,6116,1882,99.947,2104,2104,Inter,0.8940126140684411
L12N4142_L22N8194,12,4142,22,8194,1085,99.908,2104,2104,Inter,0.5152099809885932
L12N4142_L9N2635,9,2635,12,4142,1497,99.866,2105,2104,Inter,0.7102109358669834
L12N4143_L13N4640,12,4143,13,4640,1486,100,2100,2100,Inter,0.7076190476190476
L12N4143_L17N6117,12,4143,17,6117,1622,100,2100,2100,Inter,0.7723809523809524
L12N4143_L22N8196,12,4143,22,8196,1938,100,2100,2100,Inter,0.9228571428571428
L12N4144_L15N5089,15,5089,12,4144,1279,99.375,2078,2091,Inter,0.6078461262553803
L12N4144_L16N5373,16,5373,12,4144,1699,99.176,2091,2091,Inter,0.805834643711143
L12N4144_L17N414,17,414,12,4144,1828,99.289,2220,2091,Inter,0.817568882882883
L12N4144_L17N724,17,724,12,4144,1110,98.108,2091,2091,Inter,0.5208028694404592
L12N4144_L18N6762,18,6762,12,4144,1766,100,2091,2091,Inter,0.844571975131516
L12N4144_L21N7682,12,4144,21,7682,1875,98.72,2091,2134,Inter,0.8673851921274601
L12N4144_L22N8197,12,4144,22,8197,2091,99.952,2091,2091,Inter,0.99952
L12N4144_L5N414,5,414,12,4144,1828,99.289,2220,2091,Inter,0.817568882882883
L12N4144_L6N724,6,724,12,4144,1110,98.108,2091,2091,Inter,0.5208028694404592
L12N4144_L9N2639,9,2639,12,4144,1214,98.847,2078,2091,Inter,0.5738893256814921
L12N4146_L16N5393,12,4146,16,5393,2088,98.994,2088,2012,Inter,0.98994
L12N4146_L17N6118,12,4146,17,6118,1780,100,2088,2088,Inter,0.8524904214559387
L12N4146_L18N6763,12,4146,18,6763,1320,100,2088,2088,Inter,0.632183908045977
L12N4146_L20N7283,12,4146,20,7283,1514,100,2088,2088,Inter,0.725095785440613
L12N4146_L21N7695,12,4146,21,7695,1676,100,2088,2088,Inter,0.8026819923371648
L12N4146_L22N8199,12,4146,22,8199,1189,99.916,2088,2088,Inter,0.5689661111111111
L12N4146_L8N1593,8,1593,12,4146,1829,99.399,2088,2088,Inter,0.8706933477011495
L12N4148_L13N4642,12,4148,13,4642,1091,99.908,2075,2074,Inter,0.5252994120481927
L12N4148_L16N5376,16,5376,12,4148,1221,100,2076,2075,Inter,0.588150289017341
L12N4148_L20N7285,12,4148,20,7285,1822,100,2075,2074,Inter,0.8780722891566265
L12N4148_L21N7697,21,7697,12,4148,1322,99.849,2075,2075,Inter,0.6361464
L12N4148_L6N725,12,4148,6,725,1727,99.942,2075,2075,Inter,0.8318064289156627
L12N4149_L13N4643,12,4149,13,4643,1836,99.946,2072,2072,Inter,0.8856218918918919
L12N4149_L16N5378,12,4149,16,5378,1845,99.892,2072,2072,Inter,0.8894823359073358
L12N4149_L17N6120,12,4149,17,6120,1630,99.939,2072,2072,Inter,0.7861996621621621
L12N4149_L21N7698,21,7698,12,4149,1876,99.947,2072,2072,Inter,0.9049255405405405
L12N4149_L3N212,3,212,12,4149,1800,99.889,2051,2072,Inter,0.867761583011583
L12N4149_L5N429,12,4149,5,429,2017,99.95,2072,2072,Inter,0.9729688706563707
L12N4149_L6N727,12,4149,6,727,1833,99.945,2072,2072,Inter,0.8841659507722007
L12N4150_L16N5379,16,5379,12,4150,1664,99.94,2070,2070,Inter,0.8033824154589372
L12N4150_L17N124,17,124,12,4150,1832,99.945,2069,2070,Inter,0.8845373913043478
L12N4150_L20N124,20,124,12,4150,1832,99.945,2069,2070,Inter,0.8845373913043478
L12N4150_L22N8180,12,4150,22,8180,1817,99.89,2070,2247,Inter,0.8077442367601246
L12N4150_L3N211,12,4150,3,211,2022,99.951,2070,2069,Inter,0.976332956521739
L12N4151_L13N4646,12,4151,13,4646,1797,100,2063,2063,Inter,0.8710615608337373
L12N4152_L13N4628,12,4152,13,4628,1871,99.947,2056,2242,Inter,0.8340804504906334
L12N4152_L17N6097,17,6097,12,4152,1660,99.518,2241,2056,Inter,0.9384202945113786
L12N4152_L22N8182,22,8182,12,4152,1110,97.297,2233,2056,Inter,0.48365279892521273
L12N4154_L13N4649,12,4154,13,4649,1547,99.741,2054,2054,Inter,0.7512138607594937
L12N4154_L17N6122,12,4154,17,6122,1603,100,2054,2054,Inter,0.7804284323271665
L12N4155_L20N7287,12,4155,20,7287,1357,99.705,2046,2046,Inter,0.6612887829912023
L12N4156_L18N6769,12,4156,18,6769,1610,100,2039,2039,Inter,0.7896027464443355
L12N4156_L22N8206,12,4156,22,8206,1455,100,2039,2039,Inter,0.7135850907307504
L12N4157_L16N5358,12,4157,16,5358,1534,99.218,2027,2212,Inter,0.6880669620253165
L12N4160_L16N5392,16,5392,12,4160,1852,97.138,2013,2013,Inter,0.8936889021361153
L12N4160_L17N6130,17,6130,12,4160,1485,97.239,2014,2013,Inter,0.7169807100297915
L12N4160_L20N7293,12,4160,20,7293,1723,98.433,2013,2013,Inter,0.8425238897168406
L12N4160_L21N7710,12,4160,21,7710,1648,97.451,2013,2013,Inter,0.7978104719324391
L12N4160_L22N8210,22,8210,12,4160,1527,96.595,2014,2013,Inter,0.7323761916583912
L12N56_L12N78,12,78,12,56,3106,100,3126,3106,Intra,0.9936020473448497
L12N56_L16N5276,12,56,16,5276,1686,100,3106,3104,Inter,0.5428203477141017
L12N56_L16N78,16,78,12,56,3106,100,3126,3106,Inter,0.9936020473448497
L12N56_L17N5984,17,5984,12,56,3031,99.868,6320,3106,Inter,0.47895555063291134
L12N56_L18N78,12,56,18,78,3106,100,3106,3126,Inter,0.9936020473448497
L12N56_L21N7595,12,56,21,7595,3106,99.968,3106,3126,Inter,0.9932840946896994
L12N56_L22N78,12,56,22,78,3106,100,3106,3126,Inter,0.9936020473448497
L12N56_L8N56,8,56,12,56,3106,100,3106,3106,Inter,1
L12N56_L8N78,8,78,12,56,3106,100,3126,3106,Inter,0.9936020473448497
L12N57_L16N57,12,57,16,57,3025,100,3025,3025,Inter,1
L12N57_L8N57,12,57,8,57,3025,100,3025,3025,Inter,1
L12N5986_L6N707,12,5986,6,707,2429,100,4887,2429,Inter,0.4970329445467567
L12N5987_L22N8097,12,5987,22,8097,3049,99.902,4565,4565,Inter,0.6672534457831325
L12N6732_L16N5312,12,6732,16,5312,2575,99.961,2581,2570,Inter,0.9972862262688881
L12N6732_L17N6061,12,6732,17,6061,2575,99.922,2581,2569,Inter,0.9968971328942271
L12N6732_L21N7629,12,6732,21,7629,1559,100,2581,2580,Inter,0.6040294459511817
L12N728_L18N6767,12,728,18,6767,1968,99.187,2045,2044,Inter,0.9545233056234719
L12N728_L20N7291,20,7291,12,728,591,99.662,2021,2045,Inter,0.28802074327628363
L12N728_L21N7707,21,7707,12,728,437,100,2021,2045,Inter,0.2136919315403423
L12N728_L22N8204,22,8204,12,728,2044,99.413,2047,2045,Inter,0.9926730434782608
L12N7700_L8N1424,12,7700,8,1424,598,80.936,2068,2983,Inter,0.1622518538384177
L12N7700_L9N2538,12,7700,9,2538,598,80.936,2068,2983,Inter,0.1622518538384177
L12N78_L16N5276,12,78,16,5276,1686,100,3126,3104,Inter,0.5393474088291746
L12N78_L16N78,12,78,16,78,3126,100,3126,3126,Inter,1
L12N78_L17N5984,17,5984,12,78,3031,99.868,6320,3126,Inter,0.47895555063291134
L12N78_L18N78,12,78,18,78,3126,100,3126,3126,Inter,1
L12N78_L21N7595,12,78,21,7595,3126,99.968,3126,3126,Inter,0.99968
L12N78_L22N78,12,78,22,78,3126,100,3126,3126,Inter,1
L12N78_L8N56,12,78,8,56,3106,100,3126,3106,Inter,0.9936020473448497
L12N78_L8N78,8,78,12,78,3126,100,3126,3126,Inter,1
L12N8_L17N6080,17,6080,12,8,1713,100,2421,2421,Inter,0.7075588599752168
L12N8_L20N7266,12,8,20,7266,2421,99.174,2421,2347,Inter,0.9917400000000001
L12N8_L3N8,3,8,12,8,2421,100,2421,2421,Inter,1
L12N81_L13N81,12,81,13,81,3045,100,3045,3045,Inter,1
L12N81_L17N6023,12,81,17,6023,1865,100,3045,3045,Inter,0.6124794745484401
L12N81_L22N8118,12,81,22,8118,2614,100,3045,3045,Inter,0.858456486042693
L12N86_L17N86,12,86,17,86,2743,100,2743,2743,Inter,1
L12N86_L20N86,12,86,20,86,2743,100,2743,2743,Inter,1
L13N141_L13N4619,13,141,13,4619,1808,100,2449,2312,Intra,0.9665169456921192
L13N141_L16N5335,13,141,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L13N141_L17N6072,13,141,17,6072,1443,99.584,2449,2470,Inter,0.5817802105263159
L13N141_L17N6075,13,141,17,6075,1459,100,2449,2449,Inter,0.5957533687219273
L13N141_L20N7250,13,141,20,7250,1459,100,2449,2449,Inter,0.5957533687219273
L13N141_L22N8165,22,8165,13,141,1421,100,2411,2449,Inter,0.5802368313597387
L13N141_L4N294,13,141,4,294,2208,100,2449,2449,Inter,0.9015924867292773
L13N141_L5N415,13,141,5,415,1422,100,2449,2220,Inter,0.5806451612903226
L13N141_L8N1486,13,141,8,1486,1947,99.538,2449,2586,Inter,0.7494218329466357
L13N289_L13N4543,13,4543,13,289,4567,99.956,6829,6709,Intra,0.6684713018011422
L13N289_L14N108,13,289,14,108,4846,100,6709,6709,Inter,0.7223133104784618
L13N289_L15N108,13,289,15,108,4846,100,6709,6709,Inter,0.7223133104784618
L13N289_L16N108,13,289,16,108,4846,100,6709,6709,Inter,0.7223133104784618
L13N289_L16N3952,16,3952,13,289,6615,99.97,6709,6709,Inter,0.9856931733492323
L13N289_L16N4543,16,4543,13,289,4567,99.956,6829,6709,Inter,0.6684713018011422
L13N289_L16N6702,13,289,16,6702,4481,100,6709,6709,Inter,0.6679087792517514
L13N289_L17N5983,17,5983,13,289,5387,99.963,6709,6709,Inter,0.8026541675361454
L13N289_L18N3952,18,3952,13,289,6615,99.97,6709,6709,Inter,0.9856931733492323
L13N289_L18N6702,13,289,18,6702,4481,100,6709,6709,Inter,0.6679087792517514
L13N289_L19N7146,19,7146,13,289,6667,99.97,6709,6709,Inter,0.9934416306454018
L13N289_L21N7573,21,7573,13,289,4468,99.955,6611,6709,Inter,0.9941853331345953
L13N289_L22N4543,22,4543,13,289,4567,99.956,6829,6709,Inter,0.6684713018011422
L13N289_L4N3952,4,3952,13,289,6615,99.97,6709,6709,Inter,0.9856931733492323
L13N385_L16N5267,13,385,16,5267,2425,98.928,2978,3271,Inter,0.7334160807092631
L13N385_L18N6717,13,385,18,6717,2732,99.305,2978,3052,Inter,0.8889294233289646
L13N385_L21N7599,21,7599,13,385,3052,98.657,3052,2978,Inter,0.98657
L13N4543_L14N108,14,108,13,4543,4188,100,6709,6829,Inter,0.6132669497730268
L13N4543_L15N108,15,108,13,4543,4188,100,6709,6829,Inter,0.6132669497730268
L13N4543_L16N108,16,108,13,4543,4188,100,6709,6829,Inter,0.6132669497730268
L13N4543_L16N289,13,4543,16,289,4567,99.956,6829,6709,Inter,0.6684713018011422
L13N4543_L16N3952,13,4543,16,3952,4663,100,6829,6709,Inter,0.6828232537706839
L13N4543_L16N6702,16,6702,13,4543,4551,100,6709,6829,Inter,0.6664226094596574
L13N4543_L17N5983,13,4543,17,5983,5889,100,6829,6709,Inter,0.8623517352467418
L13N4543_L18N3952,13,4543,18,3952,4663,100,6829,6709,Inter,0.6828232537706839
L13N4543_L18N6702,13,4543,18,6702,4551,100,6829,6709,Inter,0.6664226094596574
L13N4543_L19N7146,13,4543,19,7146,4609,100,6829,6709,Inter,0.6749158002635818
L13N4543_L21N7573,13,4543,21,7573,6612,100,6829,6611,Inter,0.9682237516473862
L13N4543_L4N289,13,4543,4,289,4567,99.956,6829,6709,Inter,0.6684713018011422
L13N4543_L4N3952,13,4543,4,3952,4663,100,6829,6709,Inter,0.6828232537706839
L13N4550_L22N8104,22,8104,13,4550,2601,98.808,3397,3374,Inter,0.756548743008537
L13N4550_L5N378,5,378,13,4550,2835,99.153,3397,3374,Inter,0.8274911833971151
L13N4553_L18N6714,13,4553,18,6714,2627,100,3089,3088,Inter,0.8504370346390417
L13N4554_L17N6019,13,4554,17,6019,2039,99.951,3066,3066,Inter,0.6647100097847358
L13N4555_L16N5278,13,4555,16,5278,2864,99.86,3058,3058,Inter,0.9352486592544147
L13N4555_L17N6029,17,6029,13,4555,2177,99.724,2967,3058,Inter,0.7099383518639634
L13N4555_L18N6716,18,6716,13,4555,2068,98.308,3058,3058,Inter,0.6648166906474821
L13N4555_L20N7217,20,7217,13,4555,1788,99.72,3058,3058,Inter,0.5830587311968607
L13N4555_L3N200,3,200,13,4555,1819,99.505,3058,3058,Inter,0.5918887998691955
L13N4558_L17N6027,13,4558,17,6027,2026,100,2989,2989,Inter,0.6778186684509869
L13N4559_L20N22,20,22,13,4559,2097,100,2985,2985,Inter,0.7025125628140704
L13N4559_L5N22,5,22,13,4559,2097,100,2985,2985,Inter,0.7025125628140704
L13N4559_L6N690,13,4559,6,690,1659,99.94,2985,2985,Inter,0.5554454271356783
L13N4560_L20N7218,13,4560,20,7218,2013,99.901,2984,2984,Inter,0.6739300033512065
L13N4560_L22N8121,22,8121,13,4560,2814,99.929,2984,2984,Inter,0.9423599396782842
L13N4563_L16N5282,13,4563,16,5282,2688,100,2906,2906,Inter,0.9249827942188575
L13N4563_L17N6030,13,4563,17,6030,2626,100,2906,2906,Inter,0.9036476256022024
L13N4563_L20N7221,13,4563,20,7221,2557,100,2906,2906,Inter,0.8799036476256022
L13N4563_L21N7607,13,4563,21,7607,2007,100,2906,2906,Inter,0.6906400550584997
L13N4563_L22N8126,13,4563,22,8126,2130,100,2906,2906,Inter,0.7329662766689607
L13N4563_L3N202,13,4563,3,202,2466,99.959,2906,2906,Inter,0.84824120440468
L13N4563_L5N387,13,4563,5,387,1893,100,2906,2906,Inter,0.651410874053682
L13N4564_L17N375,17,375,13,4564,1800,99.778,5883,2899,Inter,0.30528709841917395
L13N4564_L20N7216,13,4564,20,7216,1799,99.889,2899,3102,Inter,0.5793046776273372
L13N4564_L5N375,5,375,13,4564,1800,99.778,5883,2899,Inter,0.30528709841917395
L13N4568_L16N5289,13,4568,16,5289,2097,98.283,2809,2829,Inter,0.7285240402969246
L13N4568_L8N1449,13,4568,8,1449,2392,98.035,2809,2828,Inter,0.8292069306930693
L13N4570_L16N5294,13,4570,16,5294,1823,99.781,2746,2746,Inter,0.662420841223598
L13N4570_L17N6040,13,4570,17,6040,1823,99.945,2746,2746,Inter,0.6635095957756737
L13N4570_L20N7269,13,4570,20,7269,2298,99.913,2746,2295,Inter,0.8361255426074289
L13N4571_L20N7233,13,4571,20,7233,2745,99.308,2745,2672,Inter,0.9930800000000001
L13N4572_L15N5075,15,5075,13,4572,1405,98.79,2731,2729,Inter,0.5082385573050165
L13N4572_L16N5300,13,4572,16,5300,546,99.267,2729,2645,Inter,0.19860674972517403
L13N4572_L22N8139,22,8139,13,4572,2730,99.524,2730,2729,Inter,0.99524
